stromatolites_53,Tue Apr 19 17:07:54 CDT 2016,/tmp/apps_output/stromatolites_4f1bf370cb138f21e2f455ce1e46868c5b425db6_17h07_19Apr16.zip,4f1bf370cb138f21e2f455ce1e46868c5b425db6,true
stromatolites_54,Wed Apr 20 18:46:04 CDT 2016,/tmp/apps_output/stromatolites_c75fd1095cc76c98cb3aa0b82d3aa13c843b4511_18h46_20Apr16.zip,c75fd1095cc76c98cb3aa0b82d3aa13c843b4511,true
stromatolites_55,Thu Apr 21 09:05:14 CDT 2016,/tmp/apps_output/stromatolites_0386ede4667dd83a63a8360666f64a98b5a17317_09h05_21Apr16.zip,0386ede4667dd83a63a8360666f64a98b5a17317,true
stromatolites_61,Thu Apr 21 13:48:03 CDT 2016,/tmp/apps_output/stromatolites_12dffae5a4a30d7c12d50a7d0ec5e49c0aae8585_13h48_21Apr16.zip,12dffae5a4a30d7c12d50a7d0ec5e49c0aae8585,true
stromatolites_62,Thu Apr 21 17:17:13 CDT 2016,/tmp/apps_output/stromatolites_1229e4f2f00f107b0af132b0618df7049621ea78_17h17_21Apr16.zip,1229e4f2f00f107b0af132b0618df7049621ea78,true
stromatolites_65,Tue May 17 09:04:09 CDT 2016,/tmp/apps_output/stromatolites_86567b054cf18560a76e091be2e04f2ed3680d11_09h04_17May16.zip,86567b054cf18560a76e091be2e04f2ed3680d11,true
stromatolites_66,Tue May 17 09:14:55 CDT 2016,/tmp/apps_output/stromatolites_a4572626741a785e0c4f1349008d99fc7f310905_09h14_17May16.zip,a4572626741a785e0c4f1349008d99fc7f310905,true
stromatolites_67,Tue May 17 11:00:20 CDT 2016,/tmp/apps_output/stromatolites_c95c2a076c22bbc6ea881e9d688a20f4b3f9bd0f_11h00_17May16.zip,c95c2a076c22bbc6ea881e9d688a20f4b3f9bd0f,true
stromatolites_68,Thu Jun 2 08:38:30 CDT 2016,/tmp/apps_output/stromatolites_8e55d23c57de354aa8f3405c66e305d4b55db386_08h38_02Jun16.zip,8e55d23c57de354aa8f3405c66e305d4b55db386,true
stromatolites_69,Thu Jun 2 09:08:15 CDT 2016,/tmp/apps_output/stromatolites_e3cbc3f8078aa6e2a6218f3827d5e215bb95569e_09h08_02Jun16.zip,e3cbc3f8078aa6e2a6218f3827d5e215bb95569e,true
stromatolites_70,Thu Jun 2 11:56:17 CDT 2016,/tmp/apps_output/stromatolites_1f873a78652325de11def5faba6a91859f150e2b_11h56_02Jun16.zip,1f873a78652325de11def5faba6a91859f150e2b,true
